PanoramaId,n_cameras_median,attached_street_median,attached_building_median,attached_unknown_median,type_dome_median,type_bullet_median,type_unknown_median,n_cameras_agreement,attached_street_agreement,attached_building_agreement,attached_unknown_agreement,type_dome_agreement,type_bullet_agreement,type_unknown_agreement,Lat,Long,geometry_pano,BoroName,URL,ImageDate
83x0cT6IDzB5VtDQIBBBpw,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.63847987497702,-74.07595129861394,POINT (-74.07595129861394 40.63847987497702),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=83x0cT6IDzB5VtDQIBBBpw,2018-08
83yIpjf3jMPBsJIxiRf_aw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72019715680556,-73.73344800216204,POINT (-73.73344800216204 40.72019715680556),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=83yIpjf3jMPBsJIxiRf_aw,2020-11
841Hd2Nf6pr0ROpNXyXovw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.78798887159642,-73.84468675471038,POINT (-73.84468675471038 40.78798887159642),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=841Hd2Nf6pr0ROpNXyXovw,2019-08
849zmIRYYgYDkw8Hs9dLkg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.62951949340419,-74.15798034981762,POINT (-74.15798034981762 40.62951949340419),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=849zmIRYYgYDkw8Hs9dLkg,2019-10
84BTjfyhFWJ_qdI1n36DFw,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,Unanimous,40.52123623907778,-74.23947364229349,POINT (-74.23947364229349 40.52123623907778),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=84BTjfyhFWJ_qdI1n36DFw,2019-10
84FTptZqoMxPaDba5W8uAQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60678996210567,-74.06399924362746,POINT (-74.06399924362746 40.60678996210567),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=84FTptZqoMxPaDba5W8uAQ,2019-07
84K3LJjy7O9j1LC_BqfZOw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.71030462324568,-73.95876611572037,POINT (-73.95876611572037 40.71030462324568),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=84K3LJjy7O9j1LC_BqfZOw,2018-08
84RI-aNryziyd-PI-gCJ0w,1,1,1,0,1,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.66664458012225,-73.76714144724608,POINT (-73.76714144724608 40.66664458012225),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=84RI-aNryziyd-PI-gCJ0w,2020-11
84cE7FT5aqH62pWBDZtLHg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.54232816115522,-74.1717011823968,POINT (-74.1717011823968 40.54232816115522),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=84cE7FT5aqH62pWBDZtLHg,2019-09
84j9cvYyG8bLWdic14Yunw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61334271039086,-74.08716627819648,POINT (-74.08716627819648 40.61334271039086),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=84j9cvYyG8bLWdic14Yunw,2019-10
84pt0MpKYdvrMC-l6i7GCw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.89280774434127,-73.8526561270868,POINT (-73.8526561270868 40.89280774434127),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=84pt0MpKYdvrMC-l6i7GCw,2019-09
84qHQVICJyDMm9qSjfSQKg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60386021115463,-73.76750071821198,POINT (-73.76750071821198 40.60386021115463),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=84qHQVICJyDMm9qSjfSQKg,2019-11
84tIvLTJOcO0LHU6quqpRg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.78362940794046,-73.81671514560063,POINT (-73.81671514560063 40.78362940794046),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=84tIvLTJOcO0LHU6quqpRg,2019-06
84zCDOUuuDzRxTIyT5JfRQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.69594855339182,-73.78287389441077,POINT (-73.78287389441077 40.69594855339182),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=84zCDOUuuDzRxTIyT5JfRQ,2020-11
856oH3aR6B0F3z6hexsqBg,1,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.7885033,-73.8112202,POINT (-73.8112202 40.7885033),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=856oH3aR6B0F3z6hexsqBg,2020-11
85DZQtrt8mJX7IMBLfVbmA,1,1,0,0,1,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.651332,-73.9634465,POINT (-73.9634465 40.651332),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=85DZQtrt8mJX7IMBLfVbmA,2020-11
85PSFjRlRREqU3l0b3gR-Q,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.62961784487384,-74.07663179695675,POINT (-74.07663179695675 40.62961784487384),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=85PSFjRlRREqU3l0b3gR-Q,2018-08
85WUNna0_dnhh_h5Gj9DQQ,3,0,3,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.84145076128831,-73.86688944229485,POINT (-73.86688944229485 40.84145076128831),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=85WUNna0_dnhh_h5Gj9DQQ,2018-08
85Z42WDZBHSO54HWM0Dx1w,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,2 vs 1,Unanimous,40.63272376753654,-74.13707988174261,POINT (-74.13707988174261 40.63272376753654),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=85Z42WDZBHSO54HWM0Dx1w,2013-01
85Z7q8N9BTgCh6GVoVJOrw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.69657814120875,-73.76663494770254,POINT (-73.76663494770254 40.69657814120875),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=85Z7q8N9BTgCh6GVoVJOrw,2020-10
85brGmx2KjfMC_6yCkgFQg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.74087479291421,-73.75469978503318,POINT (-73.75469978503318 40.74087479291421),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=85brGmx2KjfMC_6yCkgFQg,2019-07
85egsjiM6xD0IqN8mtz3Fw,4,0,4,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.6897322478593,-73.84070091571346,POINT (-73.84070091571346 40.6897322478593),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=85egsjiM6xD0IqN8mtz3Fw,2020-11
869px1sNAsDL7v0-204yRg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.69361893189164,-73.997665130169,POINT (-73.997665130169 40.69361893189164),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=869px1sNAsDL7v0-204yRg,2020-11
86BHWgQf4TJJC8Ao3Gl19Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.86473671282109,-73.80150330163538,POINT (-73.80150330163538 40.86473671282109),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=86BHWgQf4TJJC8Ao3Gl19Q,2020-10
86FGeR5ZS5tDYnF2ikON5A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72828938010635,-73.75033713435083,POINT (-73.75033713435083 40.72828938010635),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=86FGeR5ZS5tDYnF2ikON5A,2018-07
86IYhzWr1LPg5L4bT3zdKg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.6977462004658,-73.72966250458786,POINT (-73.72966250458786 40.6977462004658),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=86IYhzWr1LPg5L4bT3zdKg,2019-07
86L4iDlQkNdyFb88j3o1NQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60433353060126,-73.97398334117493,POINT (-73.97398334117493 40.60433353060126),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=86L4iDlQkNdyFb88j3o1NQ,2019-11
86MbvnAg7ONGWOFI7g9isQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.5886377511623,-73.80087104897656,POINT (-73.80087104897656 40.5886377511623),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=86MbvnAg7ONGWOFI7g9isQ,2019-08
86PQhQRBPFXXwn-NPKNvzw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63079185209453,-73.9073861815097,POINT (-73.9073861815097 40.63079185209453),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=86PQhQRBPFXXwn-NPKNvzw,2013-08
86botdYIvQGMMlYJqi4JTQ,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.8114375552879,-73.92630883133354,POINT (-73.92630883133354 40.8114375552879),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=86botdYIvQGMMlYJqi4JTQ,2019-08
86ekvUb0NSZRyj7-YS867Q,5,2,2,0,2,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.68756544821492,-73.93891977088754,POINT (-73.93891977088754 40.68756544821492),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=86ekvUb0NSZRyj7-YS867Q,2020-11
86ik0QLhXqfJ59OOdRcX0A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.87057,-73.9059869,POINT (-73.9059869 40.87057),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=86ik0QLhXqfJ59OOdRcX0A,2019-10
86ts1xxRQ-FSY02RHVpX1w,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.62472765457762,-73.98110806540132,POINT (-73.98110806540132 40.62472765457762),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=86ts1xxRQ-FSY02RHVpX1w,2020-11
87-srRWRNs7Rd2fyphgfyA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.55351198660181,-74.13187182680934,POINT (-74.13187182680934 40.55351198660181),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=87-srRWRNs7Rd2fyphgfyA,2019-09
875krMKZ_U5TbwWxtBSOCQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.66583642217699,-73.97586908128724,POINT (-73.97586908128724 40.66583642217699),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=875krMKZ_U5TbwWxtBSOCQ,2020-11
87TJ6oRN4_VnlwmGN_oD7w,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.70965793170404,-73.89618077157007,POINT (-73.89618077157007 40.70965793170404),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=87TJ6oRN4_VnlwmGN_oD7w,2018-06
87VxL0qJXxtc9atG_4UQpw,6,0,6,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.63718693839849,-73.932742870655,POINT (-73.932742870655 40.63718693839849),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=87VxL0qJXxtc9atG_4UQpw,2018-06
87YX6G-naDFEJZ5suJbzRQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.75353466939618,-73.70371521056208,POINT (-73.70371521056208 40.75353466939618),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=87YX6G-naDFEJZ5suJbzRQ,2019-07
87ZLRSAw3fyLdRe6A7ioWw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.7517079995724,-73.80603941315115,POINT (-73.80603941315115 40.7517079995724),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=87ZLRSAw3fyLdRe6A7ioWw,2019-08
87iMTN81t8TwsSyElLpYVg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.55299587303134,-74.15266052800911,POINT (-74.15266052800911 40.55299587303134),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=87iMTN81t8TwsSyElLpYVg,2019-09
87pc1Wk3RMELI19Gxe09RA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.58647508593298,-73.94703221281078,POINT (-73.94703221281078 40.58647508593298),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=87pc1Wk3RMELI19Gxe09RA,2013-09
87yWP7SFOJJO-OsZKqyFDA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.59628615116971,-73.76131632556498,POINT (-73.76131632556498 40.59628615116971),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=87yWP7SFOJJO-OsZKqyFDA,2019-11
87zPLjXPrrlc38-FObXDlA,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.70238020704702,-73.87539141391663,POINT (-73.87539141391663 40.70238020704702),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=87zPLjXPrrlc38-FObXDlA,2018-08
884CpprC1u_AUllsCnFQ4w,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.52468468482128,-74.20661831680538,POINT (-74.20661831680538 40.52468468482128),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=884CpprC1u_AUllsCnFQ4w,2019-09
88LuMROAFRV7BsiYnf2M1Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.51834210683726,-74.19510806442523,POINT (-74.19510806442523 40.51834210683726),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=88LuMROAFRV7BsiYnf2M1Q,2019-09
88O7mVkISJYZgjGuBtE3TA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.73320081621807,-73.99105725338309,POINT (-73.99105725338309 40.73320081621807),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=88O7mVkISJYZgjGuBtE3TA,2019-06
88SHgavn4A1mZLRbrCrO-w,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.6682490940622,-73.90262915381388,POINT (-73.90262915381388 40.6682490940622),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=88SHgavn4A1mZLRbrCrO-w,2019-07
88TFZZLkToCRkcUDMONd9A,4,0,4,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.6033612758325,-73.97223039025435,POINT (-73.97223039025435 40.6033612758325),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=88TFZZLkToCRkcUDMONd9A,2019-11
88UXkv9hOR0EtfvCgT9ROQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.61369126156939,-73.97502638737436,POINT (-73.97502638737436 40.61369126156939),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=88UXkv9hOR0EtfvCgT9ROQ,2019-11
88aY_TRSXu5DxLUdQGadUQ,1,0,1,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.59163272448878,-74.07383986330166,POINT (-74.07383986330166 40.59163272448878),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=88aY_TRSXu5DxLUdQGadUQ,2018-06
88kQ58vp0bC4Nn96ZhXLGA,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.64884432712422,-73.96968079432952,POINT (-73.96968079432952 40.64884432712422),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=88kQ58vp0bC4Nn96ZhXLGA,2020-11
88lWGd7iY4ydld7pGkMuzQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.82004334834748,-73.92889317468399,POINT (-73.92889317468399 40.82004334834748),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=88lWGd7iY4ydld7pGkMuzQ,2017-10
88p4lFJAIjpnQsSmQkOCQQ,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.63829968121996,-74.13557233483463,POINT (-74.13557233483463 40.63829968121996),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=88p4lFJAIjpnQsSmQkOCQQ,2019-09
88tUpXWb7S7QU_9eZi_OYA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.73530651573458,-73.7760000378968,POINT (-73.7760000378968 40.73530651573458),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=88tUpXWb7S7QU_9eZi_OYA,2019-07
88v8yL__aXSvLaI_6xfOWg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72620416547436,-73.92042223779337,POINT (-73.92042223779337 40.72620416547436),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=88v8yL__aXSvLaI_6xfOWg,2020-11
88xnlVrIIWoDytL-nnnBaA,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.81213591228,-73.94985297071729,POINT (-73.94985297071729 40.81213591228),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=88xnlVrIIWoDytL-nnnBaA,2019-08
8958PlhvhcC1cviHdlNPnw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.87917454916526,-73.8374140814866,POINT (-73.8374140814866 40.87917454916526),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=8958PlhvhcC1cviHdlNPnw,2019-11
89FneAgkJz_BA5QNLXkSnw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.64318097996569,-73.90534810783916,POINT (-73.90534810783916 40.64318097996569),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=89FneAgkJz_BA5QNLXkSnw,2013-08
89H9MEqayhBuxz48Vep_cA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,2 vs 1,40.79430751570855,-73.81820583717568,POINT (-73.81820583717568 40.79430751570855),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=89H9MEqayhBuxz48Vep_cA,2019-08
89J5R1jklnNnTZjPX3k9wg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.7081236,-73.8271252,POINT (-73.8271252 40.7081236),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=89J5R1jklnNnTZjPX3k9wg,2018-06
89LN-KeaKo82IlCtgE8taQ,4,0,4,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.83669518973505,-73.86916591259713,POINT (-73.86916591259713 40.83669518973505),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=89LN-KeaKo82IlCtgE8taQ,2019-11
89M2hhMrCAmFBqAGav0jDg,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.696444220083,-73.95841275475213,POINT (-73.95841275475213 40.696444220083),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=89M2hhMrCAmFBqAGav0jDg,2013-01
89aWGmYtbI7Zuy0l2phXUQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,40.55922929545512,-74.14812523706473,POINT (-74.14812523706473 40.55922929545512),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=89aWGmYtbI7Zuy0l2phXUQ,2019-09
89hhJrNa4YrGrKmGAhCUmw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.89788057867515,-73.89714735168985,POINT (-73.89714735168985 40.89788057867515),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=89hhJrNa4YrGrKmGAhCUmw,2019-10
89rz95aL29Sdxrs-5fxeWw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60446244368863,-74.14190430845117,POINT (-74.14190430845117 40.60446244368863),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=89rz95aL29Sdxrs-5fxeWw,2018-06
89swQfXqTMizT2qn4Idbgw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.70484783269965,-73.8621200837217,POINT (-73.8621200837217 40.70484783269965),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=89swQfXqTMizT2qn4Idbgw,2019-08
8A3w-wu0-oSLhDo37NYY2w,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.67634928410061,-73.90908317099309,POINT (-73.90908317099309 40.67634928410061),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=8A3w-wu0-oSLhDo37NYY2w,2018-06
8A4_ZgCzfHtzv6ohWK0Reg,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.72567078111802,-73.86783104335757,POINT (-73.86783104335757 40.72567078111802),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=8A4_ZgCzfHtzv6ohWK0Reg,2020-11
8A5RTtYRVCyZKD1ANxkIIQ,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.68554368618901,-73.87873234428635,POINT (-73.87873234428635 40.68554368618901),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=8A5RTtYRVCyZKD1ANxkIIQ,2018-06
8AAH-A7E3bOM4mLDC4GkRQ,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.7122509,-73.8055715,POINT (-73.8055715 40.7122509),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=8AAH-A7E3bOM4mLDC4GkRQ,2019-08
8AF7lW08Awnk1hms5OZv9A,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,2 vs 1,Unanimous,40.88292855659894,-73.84613445077925,POINT (-73.84613445077925 40.88292855659894),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=8AF7lW08Awnk1hms5OZv9A,2019-09
8AM8ILu32ESB12Kn9rwsfw,1,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68456911080273,-73.99816251405308,POINT (-73.99816251405308 40.68456911080273),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=8AM8ILu32ESB12Kn9rwsfw,2019-07
8ASJbw3aiWa9ka5XCx7y1A,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.73790065689224,-73.72508955388108,POINT (-73.72508955388108 40.73790065689224),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=8ASJbw3aiWa9ka5XCx7y1A,2020-11
8AVRmLRBvfRgE3X1JSptSg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68223941151539,-73.9465923681881,POINT (-73.9465923681881 40.68223941151539),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=8AVRmLRBvfRgE3X1JSptSg,2020-11
8AdJhU1po-xKW_XIZoPlig,1,0,1,0,0,0,0,2 vs 1,2 vs 1,All disagree,Unanimous,2 vs 1,Unanimous,Unanimous,40.75388051779387,-73.94849488630756,POINT (-73.94849488630756 40.75388051779387),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=8AdJhU1po-xKW_XIZoPlig,2020-10
8AeG3CultjEn3bmah147Hw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.74706347439647,-73.82804990271428,POINT (-73.82804990271428 40.74706347439647),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=8AeG3CultjEn3bmah147Hw,2017-11
8Ajx_Z9vOIhGF6-a3nGaDQ,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.66121548884845,-73.9455053987718,POINT (-73.9455053987718 40.66121548884845),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=8Ajx_Z9vOIhGF6-a3nGaDQ,2020-11
8Av30DRKw8ww3cdSGM9sDQ,2,2,0,0,2,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.7568579,-73.944277,POINT (-73.944277 40.7568579),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=8Av30DRKw8ww3cdSGM9sDQ,2020-11
8B-FClUd_PzOLLlWmt8tFA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.60170500155994,-74.12767429438674,POINT (-74.12767429438674 40.60170500155994),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=8B-FClUd_PzOLLlWmt8tFA,2019-10
